,personNr1,personNr2,connection
704,19520205-5797,19650929-5458,partner of
705,19650929-5458,19680810-1022,partner of
706,19400116-1696,19520120-6567,partner of
707,19650310-2400,19520120-6567,partner of
708,19190115-6311,19210716-5184,partner of
709,19190115-6311,19250615-3171,partner of
710,19210716-5184,19250615-3171,partner of
711,19480728-5822,19610802-2247,partner of
712,19320614-7605,19261025-4811,partner of
713,19160929-9142,19190120-1322,partner of
714,19450718-4122,19461102-3187,partner of
715,19600613-6241,19600706-6840,partner of
716,19400810-8398,19390805-1222,partner of
717,19490205-7497,19420113-4284,partner of
718,19490205-7497,19490502-3653,partner of
719,19490205-7497,19601030-2883,partner of
720,19420113-4284,19490502-3653,partner of
721,19490502-3653,19601030-2883,partner of
722,19600424-2724,19030310-6498,child of
723,19200927-6872,19030310-6498,child of
724,19030310-6498,19600424-2724,parent of
725,19030310-6498,19200927-6872,parent of
726,19030310-6498,19010505-5863,partner of
727,19470310-7923,19340222-6216,partner of
728,19360708-3934,19411009-3149,partner of
729,19360708-3934,19271128-9964,partner of
730,19411009-3149,19271128-9964,partner of
731,19240805-8735,19141016-1682,partner of
732,19240805-8735,19290310-1719,partner of
733,19600521-1214,19210313-1407,child of
734,19600325-5827,19210313-1407,child of
735,19210313-1407,19600521-1214,parent of
736,19210313-1407,19600325-5827,parent of
737,19600521-1214,19600325-5827,partner of
738,19230207-6812,19060105-2966,child of
739,19060105-2966,19230207-6812,parent of
740,19130319-6076,19010123-9864,partner of
741,19601029-9841,19471009-8696,partner of
742,19601029-9841,19510701-1507,partner of
743,19601029-9841,19621112-5132,partner of
744,19471009-8696,19510701-1507,partner of
745,19510701-1507,19621112-5132,partner of
746,19640428-3192,19170603-7430,child of
747,19170603-7430,19640428-3192,parent of
748,19540814-7628,19040512-2546,child of
749,19040512-2546,19540814-7628,parent of
750,19150327-2443,19040512-2546,partner of
751,19521103-2663,19081123-8031,child of
752,19460626-7555,19081123-8031,child of
753,19081123-8031,19521103-2663,parent of
754,19081123-8031,19460626-7555,parent of
755,19160320-8428,19081123-8031,partner of
756,19521103-2663,19460626-7555,partner of
757,19030419-5024,19000707-4095,partner of
758,19710110-2876,19710522-5134,partner of
759,19710110-2876,19680110-5844,partner of
760,19710522-5134,19680110-5844,partner of
761,19400221-9991,19480827-3449,partner of
762,19210305-4250,19260212-6724,partner of
763,19210305-4250,19250430-7587,partner of
764,19260212-6724,19250430-7587,partner of
765,19650718-7756,19590905-3785,partner of
766,19330625-3859,19330317-9654,partner of
767,19680508-5936,19670527-3717,partner of
768,19680508-5936,19710627-8040,partner of
769,19670527-3717,19710627-8040,partner of
770,19621008-1475,19190807-3167,child of
771,19190807-3167,19621008-1475,parent of
772,19190807-3167,19281228-3322,partner of
773,19540102-6928,19550224-9673,partner of
774,19540102-6928,19620519-9573,partner of
775,19550224-9673,19620519-9573,partner of
776,19620330-4549,19501102-1619,partner of
777,19120704-8558,19000217-9412,partner of
778,19120704-8558,19130903-7783,partner of
779,19000217-9412,19130903-7783,partner of
780,19190104-1950,19291001-2265,partner of
781,19441002-3093,19480112-2782,partner of
782,19441002-3093,19550909-6533,partner of
783,19480112-2782,19550909-6533,partner of
784,19190910-4518,19020619-7277,child of
785,19571207-9358,19020619-7277,child of
786,19240817-9560,19020619-7277,child of
787,19020619-7277,19190910-4518,parent of
788,19020619-7277,19571207-9358,parent of
789,19020619-7277,19240817-9560,parent of
790,19190910-4518,19240817-9560,partner of
791,19400309-3784,19320112-1310,partner of
792,19320112-1310,19230812-3665,partner of
793,19650531-7252,19160404-6471,child of
794,19470930-3325,19160404-6471,child of
795,19160404-6471,19650531-7252,parent of
796,19160404-6471,19470930-3325,parent of
797,19441031-2189,19570129-1746,partner of
798,19520131-2321,19551204-2645,partner of
799,19061001-9024,19060717-2752,partner of
800,19540203-9900,19600828-4077,partner of
801,19601006-7917,19270602-5836,child of
802,19270602-5836,19601006-7917,parent of
803,19601006-7917,19140105-5101,child of
804,19140105-5101,19601006-7917,parent of
805,19270602-5836,19140105-5101,partner of
806,19680221-3137,19050716-3171,child of
807,19670425-7974,19050716-3171,child of
808,19551022-9895,19050716-3171,child of
809,19050716-3171,19680221-3137,parent of
810,19050716-3171,19670425-7974,parent of
811,19050716-3171,19551022-9895,parent of
812,19680221-3137,19670425-7974,partner of
813,19680221-3137,19551022-9895,partner of
814,19670425-7974,19551022-9895,partner of
815,19510903-7862,19381003-3780,partner of
816,19331128-9670,19461110-2891,partner of
817,19331128-9670,19410202-3061,partner of
818,19461110-2891,19410202-3061,partner of
819,19410605-5889,19540118-4564,partner of
820,19610206-5965,19270211-8265,child of
821,19270211-8265,19610206-5965,parent of
822,19610206-5965,19320209-7800,child of
823,19320209-7800,19610206-5965,parent of
824,19270211-8265,19290116-4086,partner of
825,19270211-8265,19320209-7800,partner of
826,19290116-4086,19320209-7800,partner of
827,19100601-4616,19050428-2169,partner of
828,19630809-8808,19150406-8717,child of
829,19150406-8717,19630809-8808,parent of
830,19630809-8808,19241116-5479,child of
831,19241116-5479,19630809-8808,parent of
832,19150406-8717,19241116-5479,partner of
833,19620225-2682,19600228-4089,partner of
834,19650609-4242,19300219-4481,child of
835,19540316-7192,19300219-4481,child of
836,19470824-1835,19300219-4481,child of
837,19300219-4481,19650609-4242,parent of
838,19300219-4481,19540316-7192,parent of
839,19300219-4481,19470824-1835,parent of
840,19650609-4242,19540316-7192,partner of
841,19540316-7192,19470824-1835,partner of
842,19670503-6644,19621108-5419,partner of
843,19530912-3350,19361023-1457,child of
844,19361023-1457,19530912-3350,parent of
845,19361023-1457,19270418-7701,partner of
846,19361023-1457,19250322-7322,partner of
847,19270418-7701,19250322-7322,partner of
848,19600301-7507,19660610-1473,partner of
849,19600301-7507,19670603-2660,partner of
850,19660610-1473,19670603-2660,partner of
851,19480609-3407,19460330-4515,partner of
852,19550707-1877,19270914-5132,child of
853,19270914-5132,19550707-1877,parent of
854,19541209-1317,19450314-8720,partner of
855,19541209-1317,19680104-6046,partner of
856,19140111-2004,19231215-9558,partner of
857,19390315-9649,19310404-7865,partner of
858,19560823-9654,19580810-7791,partner of
859,19541221-5150,19431203-1051,partner of
860,19430430-4228,19470521-9537,partner of
861,19651209-5675,19670825-3779,partner of
862,19700223-7676,19671202-9767,partner of
863,19271129-2600,19280319-4208,partner of
864,19271129-2600,19371029-4062,partner of
865,19280319-4208,19371029-4062,partner of
866,19021219-9080,19020226-5689,partner of
867,19210603-2391,19130619-7994,partner of
868,19210603-2391,19200522-6113,partner of
869,19130619-7994,19200522-6113,partner of
870,19030721-5195,19110928-2199,partner of
871,19030721-5195,19030423-8122,partner of
872,19110928-2199,19030423-8122,partner of
873,19410401-5116,19370710-6806,partner of
874,19710228-6477,19180312-3622,child of
875,19180312-3622,19710228-6477,parent of
876,19221201-1728,19110108-9513,partner of
877,19451117-6857,19370917-7492,partner of
878,19451117-6857,19460204-3854,partner of
879,19370917-7492,19240324-4051,partner of
880,19370917-7492,19460204-3854,partner of
881,19380916-7071,19121005-6487,child of
882,19571026-1830,19121005-6487,child of
883,19121005-6487,19380916-7071,parent of
884,19121005-6487,19571026-1830,parent of
885,19121005-6487,19080229-6999,partner of
886,19490627-1705,19460718-4233,partner of
887,19620605-8000,19090905-8764,child of
888,19650228-4051,19090905-8764,child of
889,19090905-8764,19620605-8000,parent of
890,19090905-8764,19650228-4051,parent of
891,19090905-8764,19011119-1662,partner of
892,19620605-8000,19650228-4051,partner of
893,19500309-5721,19171011-8893,child of
894,19340805-3320,19171011-8893,child of
895,19171011-8893,19500309-5721,parent of
896,19171011-8893,19340805-3320,parent of
897,19360521-7234,19410802-9003,partner of
898,19350128-2030,19480611-2947,partner of
899,19100808-3807,19041218-6937,partner of
900,19141028-8138,19260807-5114,partner of
901,19141028-8138,19240118-4515,partner of
902,19260807-5114,19240118-4515,partner of
903,19460613-4766,19450920-2556,partner of
904,19460613-4766,19351128-6808,partner of
905,19450920-2556,19351128-6808,partner of
906,19320605-1390,19330117-2365,partner of
907,19320605-1390,19430611-9615,partner of
908,19330117-2365,19430611-9615,partner of
909,19350629-2226,19430816-6364,partner of
910,19470211-8091,19531109-5369,partner of
911,19200826-3990,19110820-9139,partner of
912,19260130-8843,19380830-8770,partner of
913,19380830-8770,19451124-8484,partner of
914,19590902-3794,19060920-1501,child of
915,19060920-1501,19590902-3794,parent of
916,19520506-2717,19161205-4299,child of
917,19330711-3075,19161205-4299,child of
918,19161205-4299,19520506-2717,parent of
919,19161205-4299,19330711-3075,parent of
920,19110603-4184,19161205-4299,partner of
921,19090329-6820,19030125-5052,partner of
922,19170608-9665,19280610-3604,partner of
923,19520605-5920,19400130-3688,partner of
924,19661014-2099,19630220-8492,partner of
925,19020216-8328,19010301-5733,partner of
926,19641213-5896,19101230-2551,child of
927,19101230-2551,19641213-5896,parent of
928,19241223-6246,19200522-9949,partner of
929,19520129-2799,19390917-5916,partner of
930,19660202-9030,19700327-7288,partner of
931,19130719-9651,19210909-8004,partner of
932,19670603-9003,19390902-9970,child of
933,19390902-9970,19670603-9003,parent of
934,19430118-1963,19390902-9970,partner of
935,19430118-1963,19340704-1448,partner of
936,19390902-9970,19340704-1448,partner of
937,19521014-4565,19240412-8328,child of
938,19670124-3474,19240412-8328,child of
939,19240412-8328,19521014-4565,parent of
940,19240412-8328,19670124-3474,parent of
941,19300301-6909,19240412-8328,partner of
942,19720406-2726,19151107-9623,child of
943,19390331-3848,19151107-9623,child of
944,19151107-9623,19720406-2726,parent of
945,19151107-9623,19390331-3848,parent of
946,19181120-3113,19151107-9623,partner of
947,19290628-7839,19171207-9412,partner of
948,19340710-3278,19401105-1815,partner of
949,19140908-4725,19231119-8042,partner of
950,19700429-8053,19720420-1577,partner of
951,19450421-9155,19480105-6531,partner of
952,19600221-4787,19480105-6531,partner of
953,19250919-4572,19010226-1525,child of
954,19010226-1525,19250919-4572,parent of
955,19250919-4572,19130823-2660,partner of
956,19081115-3379,19130823-2660,partner of
957,19081115-3379,19010226-1525,partner of
958,19130823-2660,19010226-1525,partner of
959,19610220-9634,19540309-7978,partner of
960,19720904-5800,19460722-5406,child of
961,19460722-5406,19720904-5800,parent of
962,19720904-5800,19360607-1631,child of
963,19360607-1631,19720904-5800,parent of
964,19460722-5406,19360607-1631,partner of
965,19370704-5329,19140225-4354,child of
966,19380624-3705,19140225-4354,child of
967,19140225-4354,19370704-5329,parent of
968,19140225-4354,19380624-3705,parent of
969,19370704-5329,19380624-3705,partner of
970,19011001-7459,19090620-6122,partner of
971,19600518-9743,19240708-6720,child of
972,19240708-6720,19600518-9743,parent of
973,19210602-6288,19240708-6720,partner of
974,19210602-6288,19160702-8626,partner of
975,19240708-6720,19160702-8626,partner of
976,19380507-3725,19120303-3578,child of
977,19440402-3030,19120303-3578,child of
978,19120303-3578,19380507-3725,parent of
979,19120303-3578,19440402-3030,parent of
980,19380507-3725,19440402-3030,partner of
981,19380507-3725,19270525-4433,partner of
982,19130104-4363,19200308-4115,partner of
983,19130104-4363,19010419-8175,partner of
984,19651207-7877,19190107-2987,child of
985,19420202-9613,19190107-2987,child of
986,19190107-2987,19651207-7877,parent of
987,19190107-2987,19420202-9613,parent of
988,19331104-8726,19420202-9613,partner of
989,19110617-4970,19210709-8541,partner of
990,19560209-3745,19120111-2478,child of
991,19411022-5815,19120111-2478,child of
992,19120111-2478,19560209-3745,parent of
993,19120111-2478,19411022-5815,parent of
994,19611222-1981,19520225-2285,partner of
995,19390718-5391,19470223-4032,partner of
996,19470223-4032,19600609-4469,partner of
997,19440615-4274,19010622-8442,child of
998,19010622-8442,19440615-4274,parent of
999,19080311-4737,19010622-8442,partner of
1000,19021114-9305,19051118-7714,partner of
1001,19021114-9305,19030624-5047,partner of
1002,19051118-7714,19030624-5047,partner of
1003,19611211-6706,19111222-7329,child of
1004,19111222-7329,19611211-6706,parent of
1005,19041222-7226,19111222-7329,partner of
1006,19550725-9472,19290106-7365,child of
1007,19290106-7365,19550725-9472,parent of
1008,19671013-1031,19540127-8412,partner of
1009,19500806-9395,19540127-8412,partner of
1010,19681209-4343,19370525-6377,child of
1011,19370525-6377,19681209-4343,parent of
1012,19440928-5835,19370525-6377,partner of
1013,19210115-8068,19341017-3978,partner of
1014,19541006-3452,19490807-7256,partner of
1015,19541006-3452,19450623-1150,partner of
1016,19490807-7256,19450623-1150,partner of
1017,19720207-3018,19180202-4255,child of
1018,19180202-4255,19720207-3018,parent of
1019,19160107-2001,19250121-8951,partner of
1020,19160107-2001,19180202-4255,partner of
1021,19250121-8951,19180202-4255,partner of
1022,19600920-6064,19611207-8511,partner of
1023,19600920-6064,19540521-3461,partner of
1024,19611207-8511,19540521-3461,partner of
1025,19530122-1040,19571223-1909,partner of
1026,19580226-2806,19311004-5693,child of
1027,19311004-5693,19580226-2806,parent of
1028,19580226-2806,19071028-2962,child of
1029,19311004-5693,19071028-2962,child of
1030,19230221-9258,19071028-2962,child of
1031,19071028-2962,19580226-2806,parent of
1032,19071028-2962,19311004-5693,parent of
1033,19071028-2962,19230221-9258,parent of
1034,19311004-5693,19230221-9258,partner of
1035,19660127-6472,19250615-8447,child of
1036,19250615-8447,19660127-6472,parent of
1037,19281011-5156,19190112-6041,partner of
1038,19281203-5199,19080915-6741,child of
1039,19080915-6741,19281203-5199,parent of
1040,19080915-6741,19161218-7254,partner of
1041,19161218-7254,19281203-5199,partner of
1042,19231205-2651,19180322-5136,partner of
1043,19530831-2377,19091107-5527,child of
1044,19580801-9777,19091107-5527,child of
1045,19361105-3280,19091107-5527,child of
1046,19091107-5527,19530831-2377,parent of
1047,19091107-5527,19580801-9777,parent of
1048,19091107-5527,19361105-3280,parent of
1049,19530831-2377,19580801-9777,partner of
1050,19640603-1132,19700201-5798,partner of
1051,19290816-8019,19160316-6939,partner of
1052,19220802-4035,19280519-3144,partner of
1053,19620202-7141,19330423-2800,child of
1054,19330423-2800,19620202-7141,parent of
1055,19620202-7141,19311224-5667,child of
1056,19311224-5667,19620202-7141,parent of
1057,19330423-2800,19311224-5667,partner of
1058,19090204-1028,19180617-4728,partner of
1059,19250720-8005,19180617-4728,partner of
1060,19250720-8005,19300325-1678,partner of
