,personNr1,personNr2,connection
1,19980101-9622,19950105-9703,partner of
2,19960327-8500,19950105-9703,partner of
0,19440528-6408,19511231-0880,partner of
0,19840317-8530,19890831-7291,partner of
0,19971231-8064,19950811-2664,partner of
1,19971231-8064,19950811-3310,partner of
2,19950811-2664,19950811-3310,partner of
0,19250101-0174,19290824-6191,partner of
0,19980711-9415,19970330-2879,partner of
0,20031231-1936,20101231-3095,partner of
0,19720407-4623,19791103-6082,partner of
0,19990109-0216,19961128-8191,partner of
0,19700806-1954,19760128-9127,partner of
0,19540220-3661,19570103-9277,partner of
0,19571001-1742,19630409-2592,partner of
0,19640505-8281,19690622-9483,partner of
0,19941208-9574,20010103-5687,partner of
0,19960125-7132,19980804-0993,partner of
0,19310816-2255,19370119-8218,partner of
0,19990211-2463,19970708-7439,partner of
1,19990211-2463,19941023-0887,partner of
2,19970708-7439,19941023-0887,partner of
0,19780123-4524,19791025-8549,partner of
0,20021012-6167,19790119-9889,child of
1,19790119-9889,20021012-6167,parent of
0,19461219-4952,19480917-3666,partner of
0,19360824-7820,19360824-1764,partner of
0,19990226-9891,19960904-0031,partner of
1,19990226-9891,19950826-8030,partner of
2,19960904-0031,19950826-8030,partner of
0,19370130-5584,19370130-9776,partner of
0,19860718-7408,19931231-4734,partner of
0,19340428-0297,19370201-6897,partner of
0,19911015-6573,19931204-7970,partner of
0,19691216-0023,19740103-4059,partner of
0,19640410-4844,19640410-3871,partner of
0,19690215-0115,19740420-3598,partner of
0,19901122-5240,19970703-2714,partner of
0,19820820-2427,19870620-4841,partner of
0,19620216-8993,19670625-8870,partner of
0,19600907-2703,19650213-6343,partner of
0,19831117-4104,19840213-2121,partner of
0,19250101-4035,19290225-4131,partner of
0,19880331-0189,19901022-1935,partner of
0,19980501-2726,19961126-5005,partner of
0,20030211-3582,20070911-7020,partner of
0,19521008-0912,19540111-6118,partner of
0,19450214-0802,19470602-1723,partner of
0,19691229-3542,19730624-6058,partner of
0,19580723-3976,19610831-4132,partner of
0,19390130-7459,19430929-6461,partner of
1,19980510-9420,19961008-6768,partner of
0,19840212-6519,19900311-7007,partner of
0,19541017-9995,19550427-7139,partner of
0,20030423-5643,20070418-3594,partner of
0,19840320-4930,19911231-6246,partner of
0,19300708-5429,19300708-9323,partner of
0,19491018-5838,19540801-8427,partner of
0,19471206-5885,19471206-8749,partner of
0,19970423-4031,19971114-3841,partner of
0,19830117-5347,19930101-3848,partner of
0,19391002-0752,19421002-6386,partner of
0,19941209-2442,19960318-1200,partner of
0,19550127-1792,19550711-5100,partner of
0,19770115-3011,19780216-3480,partner of
0,19631229-3805,19690303-8608,partner of
0,19430706-9521,19470331-5577,partner of
0,19530901-9382,19550331-0112,partner of
0,19290210-5770,19290210-1453,partner of
0,20031231-1301,20050518-1071,partner of
0,19420410-8182,19460713-3569,partner of
0,19290814-5317,19340117-7707,partner of
0,19630109-1496,19701231-5020,partner of
0,19970128-6236,20010324-6389,partner of
0,19350815-7325,19360212-4033,partner of
1,19980531-7835,19970301-8237,partner of
0,19890507-5217,19900818-1759,partner of
0,19600415-9059,19630125-3942,partner of
0,19250123-7896,19320803-7990,partner of
0,20020101-3930,19440316-9241,child of
1,20000101-1205,19440316-9241,child of
2,19440316-9241,20020101-3930,parent of
3,19440316-9241,20000101-1205,parent of
4,20020101-3930,19510618-5994,child of
5,20000101-1205,19510618-5994,child of
6,19510618-5994,20020101-3930,parent of
7,19510618-5994,20000101-1205,parent of
8,20000101-1205,20020101-3930,siblings
0,19440316-9241,19510618-5994,partner of
1,20020101-3930,19981229-3497,partner of
2,20000101-1205,19981229-3497,partner of
0,20031231-1513,20081015-1672,partner of
0,19771012-2678,19780630-2440,partner of
0,20031231-3563,20070519-7389,partner of
0,19840716-0793,19910704-9115,partner of
0,19420515-3038,19461003-1659,partner of
1,19980320-9605,19970512-1194,partner of
2,19980320-9605,19940127-3361,partner of
3,19970512-1194,19940127-3361,partner of
0,19410123-7243,19420528-0718,partner of
0,19990609-9334,20030811-8150,partner of
0,19711114-8005,19741123-0046,partner of
0,19520129-4938,19560731-5066,partner of
0,20030528-7297,19741231-5840,child of
1,19741231-5840,20030528-7297,parent of
2,20030528-7297,19811024-0950,child of
3,19811024-0950,20030528-7297,parent of
0,19741231-5840,19811024-0950,partner of
0,19431219-8298,19431219-8923,partner of
0,20031231-9773,20040925-6147,partner of
0,19981216-5498,20010209-5231,partner of
0,19520406-2650,19520621-0506,partner of
0,19771204-5350,19781216-7691,partner of
0,19771004-0917,19810711-8695,partner of
0,19750928-2636,19751103-4290,partner of
0,19811113-8320,19860103-4231,partner of
0,19370319-5026,19400914-7997,partner of
0,19680814-3321,19700928-0493,partner of
0,19631214-7366,19660107-9894,partner of
0,19430327-4573,19430327-4984,partner of
0,19761014-9005,19830708-1486,partner of
0,19450813-2136,19520208-1589,partner of
0,19960820-5257,20020731-4189,partner of
0,19250101-0248,19280203-0327,partner of
0,19400320-9338,19420510-3994,partner of
1,19980101-9234,19960808-5100,partner of
0,19510828-4882,19531212-0660,partner of
0,19880518-1597,19930216-2494,partner of
0,19510708-9733,19520923-4050,partner of
0,19990330-4775,19970330-5814,partner of
0,19591215-3501,19660614-1106,partner of
0,19390106-3369,19430821-6590,partner of
0,19420422-7550,19450705-7266,partner of
0,19550505-0572,19580503-3848,partner of
1,19981015-2913,19960429-8078,partner of
0,19730807-4891,19790717-6353,partner of
0,20010411-0262,20040329-2883,partner of
0,20020608-7508,19480812-5433,child of
1,19480812-5433,20020608-7508,parent of
0,20020608-7508,19940509-9322,partner of
0,19410820-0002,19410820-6576,partner of
0,19990413-9661,19971020-4293,partner of
1,19990413-9661,19950430-1867,partner of
2,19971020-4293,19950430-1867,partner of
0,19250101-0429,19250101-1955,partner of
0,20030318-9974,20100606-7863,partner of
0,19831121-2346,19831121-8193,partner of
0,19960418-4495,19991024-9002,partner of
0,19711104-8204,19781201-4945,partner of
0,19531212-2567,19570122-6375,partner of
0,19540926-2099,19570404-2630,partner of
0,19980808-1266,20041123-4985,partner of
0,19741006-7771,19801121-6233,partner of
0,19411104-0068,19461225-1071,partner of
0,20031231-7160,20101231-5535,partner of
0,19250101-6436,19321127-6865,partner of
0,19600723-1335,19650209-4514,partner of
0,19600326-2845,19651001-2114,partner of
0,19750314-6508,19750314-6241,partner of
0,19450520-9621,19490506-0399,partner of
1,19990330-7037,19970225-3884,partner of
0,20031231-6107,20080412-6795,partner of
0,19710818-7124,19750409-5841,partner of
0,19980120-4476,19970210-5078,partner of
0,19760121-8158,19770505-5549,partner of
0,19830416-8426,19870620-9459,partner of
0,19421014-3666,19450625-3487,partner of
0,20010402-2649,19971012-6098,partner of
0,19770918-4492,19830322-2244,partner of
0,19390306-1264,19420102-5495,partner of
0,19840901-3731,19880105-3195,partner of
0,19810911-9718,19840108-8304,partner of
0,19430624-0764,19501114-0615,partner of
0,19880310-4383,19880310-6504,partner of
0,20031231-4014,20070919-1285,partner of
0,19500829-3952,19500829-8556,partner of
0,19490325-0107,19521026-3712,partner of
0,19360402-8347,19410104-2862,partner of
0,19610715-2496,19630118-8782,partner of
0,19800105-6095,19850706-5491,partner of
0,19590226-8416,19601228-1816,partner of
0,19630805-0166,19660830-8352,partner of
0,19570510-7109,19601111-8476,partner of
0,19250101-9426,19291219-5836,partner of
1,19980522-5419,19950314-9303,partner of
0,19980101-0431,19960411-0136,partner of
1,19980101-0431,19950423-9826,partner of
2,19960411-0136,19950423-9826,partner of
0,19720115-2934,19771009-8998,partner of
0,19491024-9885,19560629-0307,partner of
0,19990306-7229,19961015-8108,partner of
0,19911214-4403,19940213-5203,partner of
0,20031231-8768,20101231-3411,partner of
0,19890605-2406,19961231-2936,partner of
0,19640116-8490,19970225-6728,partner of
0,19680122-9713,19720517-4851,partner of
0,19250101-6684,19271107-7704,partner of
0,19640507-5693,19711231-8412,partner of
0,19250325-7678,19320821-1888,partner of
0,20031231-1843,20070726-3847,partner of
0,19571112-1440,19630127-4759,partner of
0,19491026-1436,19550604-4851,partner of
0,19550319-7142,19590714-3368,partner of
0,19710826-6116,19770502-9828,partner of
0,19970703-5729,20010717-8399,partner of
0,19250101-7677,19280604-1653,partner of
0,19580316-4741,19630321-9984,partner of
0,19350923-7157,19410928-1478,partner of
0,19840314-4084,19840622-7140,partner of
0,20031231-6503,20050413-4574,partner of
0,19991230-4933,19961015-8156,partner of
1,19991230-4933,19941024-2101,partner of
2,19961015-8156,19941024-2101,partner of
0,19661230-6008,19700611-7124,partner of
0,19600111-7834,19620318-0521,partner of
1,20011231-6002,19990207-9596,partner of
2,20011231-6002,19960418-6316,partner of
3,20011231-6002,19950530-7102,partner of
4,19960418-6316,19950530-7102,partner of
0,19570809-4439,19620408-7679,partner of
0,19810524-3447,19871007-8318,partner of
0,19710209-6190,19720806-8544,partner of
0,19490130-4462,19511122-6178,partner of
0,19620106-2529,19690427-7593,partner of
0,19491021-5513,19561231-2075,partner of
0,20021231-1160,19461016-9531,child of
1,19461016-9531,20021231-1160,parent of
0,20021231-1160,19980818-5741,partner of
1,20021231-1160,19970330-6390,partner of
2,19980818-5741,19970330-6390,partner of
0,19470105-9815,19470105-0351,partner of
0,19591111-7425,19631216-7710,partner of
0,19640908-2500,19671026-9966,partner of
0,19840702-7366,19890706-5451,partner of
0,20031231-4924,20100922-3608,partner of
0,19930918-2948,19990425-3682,partner of
0,19250101-3207,19280608-5550,partner of
0,19781119-4915,19820310-8279,partner of
0,19670723-0900,19670723-4543,partner of
0,19621122-0474,19671210-0503,partner of
0,19350903-8561,19370427-7365,partner of
0,19370127-8537,19390222-2478,partner of
0,20031231-0477,20101231-6041,partner of
0,19491108-1342,19541216-7353,partner of
0,19450611-6365,19470329-1717,partner of
0,19420826-9252,19450614-8611,partner of
0,19561106-1563,19590103-7201,partner of
0,19680901-7038,19740418-6116,partner of
0,19670922-8238,19720531-8976,partner of
0,19700402-9785,19710703-9145,partner of
0,19640107-0594,19670509-8543,partner of
0,20031003-8146,19611014-4257,child of
1,19611014-4257,20031003-8146,parent of
2,20031003-8146,19650415-9703,child of
3,19650415-9703,20031003-8146,parent of
0,19611014-4257,19650415-9703,partner of
1,20031003-8146,20010308-7062,partner of
0,20031011-9929,19500106-3042,child of
1,19500106-3042,20031011-9929,parent of
2,20031011-9929,19501128-9360,child of
3,19501128-9360,20031011-9929,parent of
0,19500106-3042,19501128-9360,partner of
0,19250101-6246,19281128-9548,partner of
0,19970914-1311,20020211-2009,partner of
0,19911116-5688,19940128-2669,partner of
0,19331106-8670,19360424-8390,partner of
0,19420718-4467,19481218-9533,partner of
0,19370502-4997,19390730-4884,partner of
0,19690421-8369,19761231-2766,partner of
0,20031231-8982,20090829-5848,partner of
0,19250101-7825,19290714-8038,partner of
1,19981120-6270,19970131-2798,partner of
0,19290624-3478,19360131-2942,partner of
0,19850224-9917,19850224-6368,partner of
0,19450506-4503,19481013-1229,partner of
0,19910322-7133,19961207-8469,partner of
0,20020516-6931,20070613-0026,partner of
0,19470215-9198,19510122-6812,partner of
0,19760115-9411,19780521-7080,partner of
0,19921024-2903,19991231-1214,partner of
0,19430407-2678,19500125-9075,partner of
0,19470612-6885,19470612-9037,partner of
0,19890215-7472,19940903-6502,partner of
0,19741129-2953,19770115-0040,partner of
0,19601102-9928,19601102-8681,partner of
0,19940609-5426,20010215-3694,partner of
0,19491228-2435,19491228-9410,partner of
0,19871104-9696,19920501-3504,partner of
0,19540131-6625,19571101-3602,partner of
0,19860613-9459,19881002-8261,partner of
0,19980517-6611,19970121-0333,partner of
0,19601022-3536,19631228-3578,partner of
0,20010307-1523,20020630-6605,partner of
0,19580803-5546,19620708-9410,partner of
0,19620203-1586,19660605-0507,partner of
0,19691021-7947,19730323-1192,partner of
0,19480527-3421,19480527-0712,partner of
0,19861005-0355,19920507-7106,partner of
0,19980131-2818,19960726-7222,partner of
0,19460324-7760,19510216-4970,partner of
0,20020531-2566,20040206-1044,partner of
0,19800308-8254,19810317-0409,partner of
0,19551027-3050,19621231-1934,partner of
0,19980409-5833,20050312-1027,partner of
0,19990306-8365,20010603-2101,partner of
0,19450310-9661,19461016-6647,partner of
0,19770314-3712,19780204-5403,partner of
0,19911214-0071,19911214-1159,partner of
0,19780415-6594,19850421-8250,partner of
0,19250519-9782,19301218-9146,partner of
0,19580225-6013,19590610-8997,partner of
0,20031231-9985,20080801-3925,partner of
0,19810906-1846,19820513-7429,partner of
0,19970119-3206,19990610-5655,partner of
0,19620709-4090,19640522-6913,partner of
0,19681229-3136,19751231-5560,partner of
0,19510831-5362,19510831-3834,partner of
0,19351026-3392,19380518-9161,partner of
1,19990308-7626,19970202-2269,partner of
2,19990308-7626,19940101-5124,partner of
3,19970202-2269,19940101-5124,partner of
0,19640325-5493,19680303-7229,partner of
0,19650531-0710,19650531-3613,partner of
0,19380927-4538,19440330-3045,partner of
0,19670530-4249,19730411-9773,partner of
0,19681120-4478,19740617-9298,partner of
0,19760812-6895,19820429-4834,partner of
0,19981219-9396,20030411-8496,partner of
0,19451113-7277,19481210-7776,partner of
0,19360909-3428,19420206-9082,partner of
0,19930831-2483,19970208-5369,partner of
0,19320611-6255,19361215-0534,partner of
0,19951001-1167,19981014-3149,partner of
0,19881022-4735,19910525-4504,partner of
0,19540509-4362,19601225-9494,partner of
0,19801024-3047,19860530-2578,partner of
0,20020101-0144,19420504-8431,child of
1,19420504-8431,20020101-0144,parent of
2,20020101-0144,19440222-7302,child of
3,19440222-7302,20020101-0144,parent of
0,19420504-8431,19440222-7302,partner of
1,20020101-0144,19980411-9505,partner of
0,20030728-2167,20090902-2073,partner of
0,19680825-1725,19701206-6531,partner of
0,19510710-7424,19550719-8069,partner of
0,19590320-3246,19590320-8829,partner of
0,19760719-8368,19781208-3502,partner of
1,19980826-6030,19970316-8194,partner of
0,19980101-4030,19960501-7914,partner of
0,19741201-0540,19801011-0443,partner of
0,19870412-1080,19881112-1052,partner of
0,19810716-1293,19860416-5079,partner of
0,19620901-6646,19620901-9701,partner of
0,20031231-6048,20101231-0846,partner of
0,19980104-4339,19960724-6712,partner of
0,19980308-0022,19970509-7513,partner of
1,19980308-0022,19941214-2299,partner of
2,19970509-7513,19941214-2299,partner of
0,19680811-3161,19710812-3370,partner of
0,19690101-6582,19730427-3817,partner of
0,19250101-9600,19281108-8443,partner of
0,19490203-5969,19500702-8576,partner of
0,19630917-9265,19641014-0423,partner of
0,19840825-0274,19951019-0709,partner of
0,19530202-8181,19591209-6094,partner of
0,19980203-6328,20000208-4938,partner of
0,19250101-2054,19280907-4320,partner of
1,19990330-4275,19960604-7097,partner of
0,20030913-2755,20060606-8170,partner of
0,19770312-4004,19790103-9494,partner of
0,19861210-9609,19890929-5816,partner of
0,19580527-6130,19610906-1258,partner of
0,19720803-9289,19761025-8046,partner of
0,20000516-5947,19941221-3397,partner of
0,19350824-3479,19411122-7269,partner of
0,19981001-9896,19970821-0164,partner of
1,19981001-9896,19951231-1695,partner of
2,19970821-0164,19951231-1695,partner of
0,19561216-6277,19570107-8185,partner of
0,19771101-5843,19771101-1853,partner of
0,19640915-1698,19711231-0200,partner of
0,19520728-0829,19550928-3754,partner of
0,19951004-3110,19980904-6859,partner of
0,19990825-6323,19971231-5209,partner of
1,19990825-6323,19940923-4301,partner of
2,19971231-5209,19940923-4301,partner of
0,19600302-3387,19630915-5504,partner of
0,19821116-0041,19851219-4436,partner of
0,19450830-9981,19500420-4230,partner of
0,19540414-7441,19570119-0817,partner of
0,19541225-2574,19570215-2459,partner of
0,19671021-7313,19671021-1373,partner of
0,19850223-6729,19920204-1627,partner of
0,19420820-0626,19440313-1491,partner of
0,19250101-2626,19290607-9369,partner of
0,20031231-3024,20061128-4197,partner of
0,19760614-2182,19780313-2004,partner of
0,19561014-8037,19580320-3501,partner of
0,19320513-1778,19340820-1678,partner of
1,19990108-1133,19960101-3749,partner of
0,19830206-4897,19881006-6335,partner of
