PersonNr,Lan,Kommun,Forsamling,Distriktskod,FastLopNr,FastBet,Barn0_3,Barn4_6,Barn7_10,Barn11_15,Barn16_17,Barn18plus,Barn18_19,Barn20plus,FamId,Sun2000niva_old,SUN2000niva,SUN2000Inr,SUN2000Grp,CfarNr_LISA,ArbstId,AstNr_LISA,AstKommun,AstLan,KU1PeOrgNr,KU1CfarNr,KU1AstNr,KU1AstKommun,KU1AstLan,KU1YrkStalln,KU2PeOrgNr,KU2CfarNr,KU2AstNr,KU2AstKommun,KU2AstLan,KU2YrkStalln,KU3PeOrgNr,KU3CfarNr,KU3AstNr,KU3AstKommun,KU3AstLan,KU3YrkStalln,FodelseAr,DodDatum,Alder,Kon,InvUtvLand,InvUtvManad,PostTyp,FodelseLandnamn,FodelseTidMor,FodelseLandnamnMor,FodelseTidFar,FodelseLandnamnFar,UtlSvBakg,SyssStat,ArbTid,YrkStalln,KU1lnk,KU2lnk,KU3lnk,Raks_SummaInk,Raks_Huvudanknytning,Raks_EtablGrad,Raks_Forvink
19511123-7346,Västerbotten county,Norsjö,241702,323024,945302259,Norsjö Norsjö 178270483,0,0,0,0,0,0,0,0,19481227-9060,66632,537,143c,Förskollärarutbildning,152677141,15267714162970Sorsele511123-7346,62970,Sorsele,Västerbotten county,511123-7346,152677141,62970,Sorsele,Västerbotten county,1,520227-8375,195233567,99983,Vännäs,Västerbotten county,1,-,-,-,0000,00,-,1951,,39,2,Turkey,2007-11,Inv,Afghanistan,1982-01-02,Pakistan,1979-01-02,Sweden,21,1,4,2,1410,756,0,10255,1,1,10255
19570529-5291,Värmland county,Säffle,178511,213012,002423719,Säffle Värmlandsbro 292635988,0,0,0,0,0,0,0,0,19570529-5291,34374,323,521,Gymnasieutbildning inom verkstadsteknik,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1957,,33,1,Brazil,1974-01,Inv,Sweden,1982-01-02,Netherlands,1979-01-02,Brazil,12,6, , ,0,0,0,3131,6,NULL,0
19640309-2038,Gävleborg county,Hudiksvall,218411,318031,338915441,"Hudiksvall Tomta, Näsbyn och Hagen 108697583",0,0,0,0,0,0,0,0,19640309-2038,70149,547,145,"Ämneslärarutbildning, allmänna ämnen",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1964,,26,1,Iran,1997-03,Inv,Iraq,1982-01-02,Iran,1979-01-02,Syria,11,6, , ,0,0,0,1766,6,NULL,0
19700722-0413,Gävleborg county,Hudiksvall,218411,318031,338915441,"Hudiksvall Tomta, Näsbyn och Hagen 108697583",0,0,0,0,0,0,0,0,19640309-2038,85294,324,543c,Gymnasieutbildning inom träteknik,148855612,14885561231350Gävle521223-4879,31350,Gävle,Gävleborg county,521223-4879,148855612,31350,Gävle,Gävleborg county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1970,,20,1,Poland,1996-09,Utv,Italy,1982-01-02,Denmark,1979-01-02,Sweden,21,1,4,0,2213,0,0,2213,7,NULL,0
19410102-0899,Jönköping county,Sävsjö,068403,105173,559595891,Sävsjö Rörvik 257715276,1,0,0,0,0,0,0,0,19410102-0899,43307,5,761c,Fritidsledarutbildning (eftergymnasial),700313179,70031317949302Vaggeryd590422-8458,49302,Vaggeryd,Jönköping county,590422-8458,700313179,49302,Vaggeryd,Jönköping county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1941,,49,1,Italy,1967-11,Utv,Syria,1982-01-02,Germany,1979-01-02,Syria,11,1,5,4,1405,0,0,3477,5,NULL,0
19300929-4917,Örebro county,Degerfors,186201,213015,344748153,Degerfors Svartå 189552544,0,0,0,0,0,0,0,0,19300929-4917,38747,4,724d,Tandhygienistutbildning,176700986,17670098628047Örebro570411-2944,28047,Örebro,Örebro county,570411-2944,176700986,28047,Örebro,Örebro county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1930,,60,1,Brazil,2015-09,Utv,Russia,1982-01-02,Finland,1979-01-02,Denmark,11,1,5,1,1984,0,0,2888,5,NULL,0
19321226-6508,Örebro county,Degerfors,186201,213015,344748153,Degerfors Svartå 189552544,0,0,0,0,0,0,0,0,19300929-4917,69583,547,145,"Ämneslärarutbildning, allmänna ämnen",862915050,86291505042471Degerfors450724-0250,42471,Degerfors,Örebro county,450724-0250,862915050,42471,Degerfors,Örebro county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1932,,58,2,Germany,1945-07,Inv,Iran,1982-01-02,Italy,1979-01-02,Iran,11,1,5,1,2219,0,0,2219,6,NULL,0
19541113-1695,Västra Götaland county,Borås,149011,107103,406033628,Borås Borgstena 213743476,2,0,0,0,0,0,0,0,19541113-1695,10980,3,621c,Gymnasial utbildning inom lant- och skogsbruk samt djursjukvård,922467977,92246797790170Partille440405-4776,90170,Partille,Västra Götaland county,440405-4776,922467977,90170,Partille,Västra Götaland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1954,,36,1,Finland,1981-08,Inv,Russia,1982-01-02,India,1979-01-02,Pakistan,11,1,9,2,1472,0,0,5369,4,0,0
19581119-4438,Västra Götaland county,Borås,149011,107103,406033628,Borås Borgstena 213743476,2,0,0,0,0,0,0,0,19541113-1695,61400,536,521b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1958,,32,1,Germany,2016-03,Utv,Turkey,1982-01-02,UK,1979-01-02,Poland,11,6, , ,0,0,0,6582,6,NULL,0
19430704-9238,Blekinge county,Sölvesborg,108301,102002,329287063,Sölvesborg Sölvesborg 278359226,0,0,0,0,0,0,0,0,19430704-9238,39760,556,221,Teologisk eftergymnasial utbildning (minst 3 år),-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1943,,47,1,Turkey,1993-12,Utv,Denmark,1982-01-02,Romania,1979-01-02,China,11,6, , ,0,0,0,4612,6,NULL,0
19510304-2043,Kalmar county,Mörbylånga,084015,103017,428533074,Mörbylånga Gårdby 31070375,0,0,0,0,0,0,0,0,19510304-2043,37823,328,541,Gymnasieutbildning inom livsmedel,150530869,15053086976572Hultsfred480531-0233,76572,Hultsfred,Kalmar county,480531-0233,150530869,76572,Hultsfred,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1951,,39,2,Poland,2019-07,Utv,India,1982-01-02,Pakistan,1979-01-02,Iraq,11,5,5,2,1132,0,0,3546,3,0,0
19551009-0915,Kalmar county,Mörbylånga,084015,103017,428533074,Mörbylånga Gårdby 31070375,0,0,0,0,0,0,0,0,19510304-2043,51434,333,582e,Gymnasieutbildning inom bygg,245717557,24571755752949Nybro610123-3091,52949,Nybro,Kalmar county,610123-3091,245717557,52949,Nybro,Kalmar county,1,290827-4240,670328775,77186,Västervik,Kalmar county,1,-,-,-,0000,00,-,1955,,35,1,Italy,1968-10,Utv,UK,1982-01-02,Netherlands,1979-01-02,Sweden,21,5,5,2,1813,1161,0,2974,4,0,0
19540903-3546,Dalarna county,Älvdalen,203905,217053,894033242,Älvdalen Evertsberg 322320774,2,0,0,0,0,0,0,0,19540903-3546,49434,333,582e,Gymnasieutbildning inom bygg,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1954,,36,2,Denmark,1958-03,Utv,Poland,1982-01-02,Italy,1979-01-02,Germany,11,6, , ,0,0,0,1976,5,NULL,0
19590316-2817,Kronoberg county,Tingsryd,076306,105027,318334533,Tingsryd Tingsryd 69047425,0,0,0,0,0,0,0,0,19590316-2817,42075,6,623,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år),541959234,54195923477645Alvesta590316-2817,77645,Alvesta,Kronoberg county,590316-2817,541959234,77645,Alvesta,Kronoberg county,1,630811-0688,490251427,68529,Växjö,Kronoberg county,1,-,-,-,0000,00,-,1959,,31,1,Turkey,1992-01,Utv,USA,1982-01-02,Italy,1979-01-02,Romania,11,5,5,2,1135,979,0,3357,2,0,0
19631231-9361,Kronoberg county,Alvesta,076410,105042,062970477,Alvesta Vislanda 189439871,0,0,0,1,0,0,0,0,19631231-9361,58344,329,542,Gymnasieutbildning inom textil- och konfektionsteknik,499628780,49962878003746Tingsryd631231-9361,03746,Tingsryd,Kronoberg county,631231-9361,499628780,03746,Tingsryd,Kronoberg county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1963,,27,2,Romania,1994-05,Utv,Poland,1982-01-02,Romania,1979-01-02,USA,11,1,4,2,1457,0,0,2525,3,0,0
19420513-8721,Blekinge county,Karlskrona,108004,102005,934062681,Karlskrona Nättraby 341991731,0,0,1,0,0,2,0,0,19420513-8721,71739,557,211b,Humanistisk högskoleutbildning (minst 3 år),232333341,23233334105270Karlshamn680424-8377,05270,Karlshamn,Blekinge county,680424-8377,232333341,05270,Karlshamn,Blekinge county,1,401001-5693,906492104,40748,Karlskrona,Blekinge county,1,-,-,-,0000,00,-,1942,,48,2,Denmark,1961-02,Utv,UK,1982-01-02,Afghanistan,1979-01-02,Iran,11,1,5,0,1224,990,0,3562,7,NULL,0
19490126-0377,Blekinge county,Karlskrona,108004,102005,934062681,Karlskrona Nättraby 341991731,0,0,1,0,0,2,0,0,19420513-8721,39011,538,222,Humanistisk högskoleutbildning (minst 3 år),367722919,36772291920418Olofström580802-1509,20418,Olofström,Blekinge county,580802-1509,367722919,20418,Olofström,Blekinge county,1,450528-8435,166139321,24975,Sölvesborg,Blekinge county,1,-,-,-,0000,00,-,1949,,41,1,Poland,1962-04,Inv,Syria,1982-01-02,Pakistan,1979-01-02,Netherlands,11,5,5,2,1086,842,0,1928,1,0,0
19580110-7021,Östergötland county,Ydre,051201,108009,018629161,Ydre Österbymo 113968028,0,0,0,0,0,0,0,0,19580110-7021,83201,547,529x,Övrig civilingenjörsutbildning,599522009,59952200966228Motala541213-2489,66228,Motala,Östergötland county,541213-2489,599522009,66228,Motala,Östergötland county,1,440830-8405,555193688,31390,Mjölby,Östergötland county,1,-,-,-,0000,00,-,1958,,32,2,Brazil,2002-01,Inv,Sweden,1982-01-02,Sweden,1979-01-02,China,21,1,5,4,757,590,0,1602,6,NULL,0
19630405-0751,Östergötland county,Ydre,051201,108009,018629161,Ydre Österbymo 113968028,0,0,0,0,0,0,0,0,19580110-7021,92301,5,761c,Fritidsledarutbildning (eftergymnasial),283489684,28348968493267Boxholm401004-5842,93267,Boxholm,Östergötland county,401004-5842,283489684,93267,Boxholm,Östergötland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1963,,27,1,Brazil,1990-07,Inv,Afghanistan,1982-01-02,Iraq,1979-01-02,USA,11,5,5,4,1724,0,0,1997,5,NULL,0
19421003-9862,Gotland county,Gotland,098047,106036,351313231,Gotland Klintehamn 216680859,0,0,0,0,0,0,0,0,19421003-9862,18140,537,143b,Fritidspedagogutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1942,,48,2,Brazil,1997-07,Inv,Iraq,1982-01-02,Romania,1979-01-02,Brazil,11,6, , ,0,0,0,1096,5,NULL,0
19451130-6411,Jönköping county,Aneby,060408,105277,807514166,Aneby Sundhultsbrunn 146925141,0,0,0,0,0,0,0,0,19451130-6411,97897,3,840,Transportutbildning på gymnasial nivå,565949889,56594988999983Eksjö490823-5810,99983,Eksjö,Jönköping county,490823-5810,565949889,99983,Eksjö,Jönköping county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1945,,45,1,Finland,1955-09,Utv,Sweden,1982-01-02,USA,1979-01-02,Romania,12,1,2,4,1441,0,0,1441,6,NULL,0
19670812-0964,Dalarna county,Vansbro,202101,217015,895065387,Vansbro Skålö 117923318,0,0,0,0,0,0,0,0,19670812-0964,35659,3,999,"Gymnasial utbildning, okänd inriktning",525814741,52581474180395Säter430116-9897,80395,Säter,Dalarna county,430116-9897,525814741,80395,Säter,Dalarna county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1967,,23,2,Netherlands,2004-01,Inv,Sweden,1982-01-02,Denmark,1979-01-02,Turkey,12,5,4,0,970,0,0,7351,7,NULL,0
19330120-3158,Jämtland county,Härjedalen,236107,319006,801281322,Härjedalen Lillhärdal 343351390,0,0,0,0,0,0,0,0,19330120-3158,81722,546,542b,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)",104431070,10443107015676Krokom480525-0807,15676,Krokom,Jämtland county,480525-0807,104431070,15676,Krokom,Jämtland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1933,,57,1,Syria,2019-07,Inv,Italy,1982-01-02,Italy,1979-01-02,Russia,11,1,3,4,1369,0,0,2582,5,NULL,0
19620710-6356,Värmland county,Grums,176403,213028,781091801,Grums Slottsbron 158425133,0,0,0,0,0,0,0,0,19620710-6356,45005,331,522e,Gymnasieutbildning inom elektro- och datateknik,985113513,98511351346032Grums521205-3629,46032,Grums,Värmland county,521205-3629,985113513,46032,Grums,Värmland county,1,551115-5435,114503159,37594,Torsby,Värmland county,1,-,-,-,0000,00,-,1962,,28,1,USA,2019-05,Utv,Finland,1982-01-02,Iran,1979-01-02,Afghanistan,11,1,4,2,1461,1110,0,2571,2,0,0
19690227-3386,Värmland county,Grums,176403,213028,781091801,Grums Slottsbron 158425133,0,0,0,0,0,0,0,0,19620710-6356,24355,312,5,"Tekniskt gymnasium, 1-3 år",201908277,20190827791320Forshaga540302-6486,91320,Forshaga,Värmland county,540302-6486,201908277,91320,Forshaga,Värmland county,1,690227-3386,385600094,51658,Filipstad,Värmland county,1,-,-,-,0000,00,-,1969,,21,2,Italy,1973-05,Utv,Iraq,1982-01-02,Syria,1979-01-02,Romania,11,1,3,2,1471,718,0,2488,4,1,0
19490721-2635,Stockholm county,Huddinge,012603,212091,729034790,Huddinge Gladö kvarn 187172195,0,0,0,0,0,0,0,0,19490721-2635,22329,3,210a,Estetisk utbildning på gymnasial nivå,632989320,63298932054391Botkyrka490721-2635,54391,Botkyrka,Stockholm county,490721-2635,632989320,54391,Botkyrka,Stockholm county,1,550519-9741,442805648,62748,Vaxholm,Stockholm county,1,-,-,-,0000,00,-,1949,,41,1,Syria,2016-04,Utv,Syria,1982-01-02,Poland,1979-01-02,Romania,11,1,1,2,1509,815,0,2324,1,1,0
19521211-9853,Stockholm county,Huddinge,012603,212091,729034790,Huddinge Gladö kvarn 187172195,0,0,0,0,0,0,0,0,19490721-2635,11240,5,861a,Polisutbildning,483798169,48379816942296Huddinge510923-5945,42296,Huddinge,Stockholm county,510923-5945,483798169,42296,Huddinge,Stockholm county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1952,,38,1,Netherlands,2013-12,Inv,Denmark,1982-01-02,Afghanistan,1979-01-02,Syria,11,1,5,2,1274,0,0,1274,1,1,0
19490216-1096,Örebro county,Hallsberg,186101,211011,024882911,Hallsberg Pålsboda 211423883,2,0,0,0,0,0,0,0,19490216-1096,45087,333,582e,Gymnasieutbildning inom bygg,612013341,61201334144514Lekeberg671006-3731,44514,Lekeberg,Örebro county,671006-3731,612013341,44514,Lekeberg,Örebro county,1,450714-4486,554348042,14823,Karlskoga,Örebro county,1,-,-,-,0000,00,-,1949,,41,1,Iran,1992-09,Utv,Germany,1982-01-02,China,1979-01-02,Denmark,11,1,3,2,1203,805,0,2528,1,0,0
19481022-2776,Skåne county,Bromölla,127201,101313,817764122,Bromölla Valje 272119017,0,0,0,0,0,0,0,0,19481022-2776,63284,6,522x,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik",348252232,34825223237476Svedala530503-6605,37476,Svedala,Skåne county,530503-6605,348252232,37476,Svedala,Skåne county,1,710921-8952,524667708,25613,Malmö,Skåne county,1,-,-,-,0000,00,-,1948,,42,1,Iraq,2005-10,Inv,Russia,1982-01-02,Italy,1979-01-02,Russia,11,1,3,4,1206,419,0,3185,6,NULL,0
19391129-0233,Blekinge county,Karlshamn,108201,102011,205926190,Karlshamn Mörrum 57917530,0,0,0,0,0,0,0,0,19391129-0233,97195,413,540b,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)",844566949,84456694999988Ronneby370822-2762,99988,Ronneby,Blekinge county,370822-2762,844566949,99988,Ronneby,Blekinge county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1939,,51,1,Finland,2019-03,Inv,Pakistan,1982-01-02,Finland,1979-01-02,Netherlands,11,1,3,1,1189,0,0,1799,5,NULL,0
19411120-9910,Blekinge county,Karlshamn,108201,102011,205926190,Karlshamn Mörrum 57917530,0,0,0,0,0,0,0,0,19391129-0233,14792,3,761,Gymnasial utbildning med inriktning mot barn och ungdom,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1941,,49,1,Netherlands,1947-04,Utv,Denmark,1982-01-02,Finland,1979-01-02,Poland,11,6, , ,0,0,0,1973,5,NULL,0
19501218-8774,Norrbotten county,Älvsbyn,256002,325008,334446180,Älvsbyn Vidsel 72088178,0,0,1,0,0,0,0,0,19501218-8774,42362,557,149a,Speciallärar- och specialpedagogutbildning,269445214,26944521439674Jokkmokk501218-8774,39674,Jokkmokk,Norrbotten county,501218-8774,269445214,39674,Jokkmokk,Norrbotten county,1,460317-9364,389519640,21676,Älvsbyn,Norrbotten county,1,-,-,-,0000,00,-,1950,,40,1,Italy,1972-10,Utv,Pakistan,1982-01-02,Iran,1979-01-02,Iraq,11,1,3,5,1331,856,0,3266,5,NULL,0
19551130-8308,Norrbotten county,Älvsbyn,256002,325008,334446180,Älvsbyn Vidsel 72088178,0,0,1,0,0,0,0,0,19501218-8774,84194,547,143b,Fritidspedagogutbildning,586058045,58605804500073Arvidsjaur510323-8470,00073,Arvidsjaur,Norrbotten county,510323-8470,586058045,00073,Arvidsjaur,Norrbotten county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1955,,35,2,Iraq,1983-02,Utv,Romania,1982-01-02,Russia,1979-01-02,Afghanistan,11,1,5,2,1530,0,0,4558,2,1,0
19470301-8111,Västerbotten county,Robertsfors,240901,323012,010686452,Robertsfors Bygdeå 200332812,0,0,0,0,0,0,0,0,19470301-8111,84366,5,861a,Polisutbildning,276495412,27649541293128Vindeln720517-5564,93128,Vindeln,Västerbotten county,720517-5564,276495412,93128,Vindeln,Västerbotten county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1947,,43,1,Russia,2013-06,Inv,UK,1982-01-02,Afghanistan,1979-01-02,Germany,11,1,5,2,1244,0,0,2379,2,1,0
19620427-9374,Värmland county,Grums,176403,213020,503248573,Grums Segmon 115291215,0,0,1,0,0,0,0,0,19620427-9374,75931,537,143e,Förskollärarutbildning,981739813,98173981306746Årjäng290525-2481,06746,Årjäng,Värmland county,290525-2481,981739813,06746,Årjäng,Värmland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1962,,28,1,Brazil,1990-11,Inv,Romania,1982-01-02,USA,1979-01-02,Iraq,11,1,4,2,1047,0,0,1458,3,0,0
19640412-8505,Värmland county,Grums,176403,213020,503248573,Grums Segmon 115291215,0,0,1,0,0,0,0,0,19620427-9374,48998,537,146k,Lärarutbildning i praktisk-estetiska ämnen,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1964,,26,2,Pakistan,1983-01,Utv,Brazil,1982-01-02,Finland,1979-01-02,Russia,11,6, , ,0,0,0,2070,5,NULL,0
19461117-1745,Dalarna county,Älvdalen,203905,217051,712511258,Älvdalen Älvdalen 51026675,0,0,0,0,0,0,0,0,19461117-1745,21441,527,144,Lärarutbildning för grundskolans tidiga åldrar,893497863,89349786313804Avesta310509-5770,13804,Avesta,Dalarna county,310509-5770,893497863,13804,Avesta,Dalarna county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1946,,44,2,Romania,1989-01,Inv,Syria,1982-01-02,China,1979-01-02,Italy,11,1,4,2,1188,0,0,3850,1,1,0
19581221-9809,Skåne county,Höör,126704,101208,453279783,Höör Snogeröd 86461638,0,0,0,0,0,0,0,0,19581221-9809,73583,53-55,623,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år),538844575,53884457563445Perstorp690426-7601,63445,Perstorp,Skåne county,690426-7601,538844575,63445,Perstorp,Skåne county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1958,,32,2,Romania,1994-09,Inv,Romania,1982-01-02,Germany,1979-01-02,Finland,11,1,5,5,1356,0,0,2648,6,NULL,0
19461223-5575,Skåne county,Landskrona,128204,101221,370374104,Landskrona Vallåkra 97079233,0,0,0,0,0,0,0,0,19461223-5575,58245,527,529x,Övrig ingenjörsutbildning (eftergymnasial),896969354,89696935417859Höör690619-5047,17859,Höör,Skåne county,690619-5047,896969354,17859,Höör,Skåne county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1946,,44,1,Syria,1978-08,Inv,Afghanistan,1982-01-02,Germany,1979-01-02,Brazil,11,5,3,2,1818,0,0,1818,1,1,0
19370119-3300,Gävleborg county,Söderhamn,218206,318009,924875453,Söderhamn Söderhamn 53310096,0,0,0,0,0,0,0,0,19370119-3300,78794,3,4,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT",580776970,58077697064389Ljusdal460912-8364,64389,Ljusdal,Gävleborg county,460912-8364,580776970,64389,Ljusdal,Gävleborg county,1,480428-4969,612437851,60185,Söderhamn,Gävleborg county,1,-,-,-,0000,00,-,1937,,53,2,Syria,1943-04,Utv,Iran,1982-01-02,Turkey,1979-01-02,Russia,11,1,4,2,1069,1059,0,3868,1,0,0
19370710-1689,Gävleborg county,Söderhamn,218206,318009,924875453,Söderhamn Söderhamn 53310096,0,0,0,0,0,0,0,0,19370119-3300,74999,547,529a,Övrig civilingenjörsutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1937,,53,2,Netherlands,1964-08,Utv,Denmark,1982-01-02,UK,1979-01-02,Poland,11,6, , ,0,0,0,831,5,NULL,0
19620211-6843,Kalmar county,Mörbylånga,084015,103017,911901851,Mörbylånga Mörbylånga 44743009,0,0,0,1,0,0,0,0,19620211-6843,91766,4,840,Transportutbildning på eftergymnasial nivå,637853193,63785319306995Vimmerby710819-7531,06995,Vimmerby,Kalmar county,710819-7531,637853193,06995,Vimmerby,Kalmar county,1,450528-6440,225737877,56536,Mörbylånga,Kalmar county,1,620211-6843,442227045,99992,Mönsterås,Kalmar county,1,1962,,28,2,Poland,2015-01,Inv,Germany,1982-01-02,Russia,1979-01-02,Pakistan,11,1,5,1,1490,876,403,5738,6,NULL,0
19640211-0028,Kalmar county,Mörbylånga,084015,103017,911901851,Mörbylånga Mörbylånga 44743009,0,0,0,1,0,0,0,0,19620211-6843,66730,413,529x,Övrig ingenjörsutbildning (eftergymnasial),210380593,21038059318709Hultsfred450511-4944,18709,Hultsfred,Kalmar county,450511-4944,210380593,18709,Hultsfred,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1964,,26,2,Iraq,2008-12,Inv,China,1982-01-02,Sweden,1979-01-02,Poland,21,1,1,1,1573,0,0,5271,5,NULL,0
19530909-8635,Dalarna county,Älvdalen,203905,217053,026998012,Älvdalen Rot 383988858,0,0,0,0,0,0,0,0,19530909-8635,14148,55,727a,Apotekarutbildning,399405967,39940596794214Ludvika780329-3338,94214,Ludvika,Dalarna county,780329-3338,399405967,94214,Ludvika,Dalarna county,1,530909-8635,503849758,26401,Vansbro,Dalarna county,1,-,-,-,0000,00,-,1953,,37,1,Germany,1995-08,Utv,Pakistan,1982-01-02,Denmark,1979-01-02,Netherlands,11,1,2,2,1380,239,0,2467,1,0,0
19440915-1731,Gävleborg county,Nordanstig,213202,318035,855558735,Nordanstig Bergsjö 204318608,0,0,0,0,0,0,0,0,19440915-1731,46954,55,525a,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi",463308373,46330837320280Hudiksvall330211-6033,20280,Hudiksvall,Gävleborg county,330211-6033,463308373,20280,Hudiksvall,Gävleborg county,1,720522-0434,453873372,42193,Hudiksvall,Gävleborg county,1,-,-,-,0000,00,-,1944,,46,1,Sweden,1953-12,Inv,Russia,1982-01-02,Russia,1979-01-02,Afghanistan,11,1,5,1,1055,780,0,1835,6,NULL,0
19451122-9974,Jönköping county,Gnosjö,061702,105186,926869823,Gnosjö Kulltorp 184846772,0,1,0,0,0,1,0,0,19451122-9974,36120,328,541,Gymnasieutbildning inom livsmedel,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1945,,45,1,Netherlands,1964-03,Utv,UK,1982-01-02,India,1979-01-02,Italy,11,6, , ,0,0,0,2992,5,NULL,0
19710913-6377,Jönköping county,Gnosjö,061702,105186,926869823,Gnosjö Kulltorp 184846772,0,0,0,0,0,0,0,0,19451122-9974,53161,537,314,Ekonomutbildning (högskoleutbildning minst 3 år),203368195,20336819522963Vetlanda500122-6962,22963,Vetlanda,Jönköping county,500122-6962,203368195,22963,Vetlanda,Jönköping county,1,710913-6377,889775687,77323,Eksjö,Jönköping county,1,-,-,-,0000,00,-,1971,,19,1,Pakistan,1974-12,Utv,Denmark,1982-01-02,Netherlands,1979-01-02,Romania,11,1,5,2,1207,1103,0,2310,1,0,0
19450821-1192,Dalarna county,Mora,206201,217038,039331752,Mora Orsa 206478711,1,0,0,0,0,0,0,0,19450821-1192,91020,328,541,Gymnasieutbildning inom livsmedel,351824047,35182404753452Säter290607-7223,53452,Säter,Dalarna county,290607-7223,351824047,53452,Säter,Dalarna county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1945,,45,1,UK,1946-03,Inv,Finland,1982-01-02,India,1979-01-02,Turkey,11,1,1,2,674,0,0,1665,1,0,0
19490910-0673,Dalarna county,Mora,206201,217038,039331752,Mora Orsa 206478711,1,0,0,0,0,0,0,0,19450821-1192,22870,3,811,Hotell- och restaurangutbildning på gymnasial nivå,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1949,20191118,70,1,Afghanistan,1968-02,Inv,Iraq,1982-01-02,Iran,1979-01-02,Brazil,11,6, , ,0,0,0,1993,6,NULL,0
19480825-5682,Blekinge county,Ronneby,108101,102036,337623452,Ronneby Hallabro 243067441,0,0,0,0,0,0,0,0,19480825-5682,81304,330,525,Gymnasieutbildning inom fordonsteknik,907975556,90797555605735Ronneby480825-5682,05735,Ronneby,Blekinge county,480825-5682,907975556,05735,Ronneby,Blekinge county,1,500704-3152,999392280,57834,Karlshamn,Blekinge county,1,-,-,-,0000,00,-,1948,,42,2,Afghanistan,1988-12,Utv,Iran,1982-01-02,Pakistan,1979-01-02,Brazil,11,1,4,2,1665,857,0,2522,1,1,0
